customer_id,name,gender,age,city,state,signup_date,total_orders,completed_orders,total_units,active_months,first_order_date,last_order_date,last_completed_order_date,recency_days,account_age_days,customer_lifetime_days,total_gross_revenue,total_revenue,total_profit,average_order_value,order_frequency_monthly,gross_margin_pct,refund_count,refund_amount,refund_rate,cancellation_count,cancellation_amount,cancellation_rate,recent_revenue,recent_order_count,historical_revenue,historical_order_count,recent_revenue_ratio,recent_order_ratio,revenue_trend,r_score,f_score,m_score,rfm_score,customer_segment,risk_score,risk_level,key_risk_driver,recommended_action,churn_probability
CUST_000349,Jeffrey Collins,Male,26.0,San Jose,CA,2023-04-23,7.0,6.0,7.0,7.0,2023-04-23,2024-02-18,2024-02-18,133,434,301,661.48,584.49,339.52,97.42,0.415,58.09,1.0,76.99,0.1429,0.0,0.0,0.0,0.0,0.0,584.49,6.0,0.0,0.0,-0.3277,3,3,2,332,Promising,40,MEDIUM,Cooling Purchase Cadence (91-180 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.8655
CUST_000350,Teresa Clark,Female,45.0,Philadelphia,PA,2022-09-19,41.0,35.0,52.0,15.0,2022-09-19,2024-01-16,2024-01-16,166,650,484,13258.84,12082.87,4321.24,345.22,1.615,35.76,3.0,801.99,0.0732,3.0,373.98,0.0732,0.0,0.0,12082.87,35.0,0.0,0.0,-0.3331,3,5,5,355,Loyal Customers,60,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9574
CUST_000351,Kevin Flores,Male,27.0,Atlanta,GA,2023-08-15,8.0,7.0,13.0,5.0,2023-08-15,2024-06-28,2024-06-28,2,320,318,2511.95,2011.45,948.9100000000001,287.35,0.656,47.18,0.0,0.0,0.0,1.0,500.5,0.125,696.47,3.0,1314.98,4.0,0.3463,0.4286,0.1277,5,3,3,533,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1132
CUST_000352,Katherine Allen,Female,41.0,San Diego,CA,2022-01-22,21.0,20.0,27.0,11.0,2022-01-24,2023-08-12,2023-08-12,323,890,565,5419.39,5110.39,1990.0000000000002,255.52,0.674,38.94,1.0,309.0,0.0476,0.0,0.0,0.0,0.0,0.0,5110.39,20.0,0.0,0.0,-0.3327,2,5,4,254,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000353,Patrick Thompson,Male,55.0,Philadelphia,PA,2023-09-24,5.0,5.0,8.0,5.0,2023-09-24,2024-06-27,2024-06-27,3,280,277,1236.97,1236.97,714.37,247.39,0.536,57.75,0.0,0.0,0.0,0.0,0.0,0.0,912.5,2.0,324.47,3.0,0.7377,0.4,0.645,5,3,2,532,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1173
CUST_000354,Kyle Ramos,Male,43.0,Austin,TX,2023-03-20,6.0,4.0,5.0,5.0,2023-03-20,2023-11-23,2023-09-24,280,468,248,1317.46,769.49,458.54,192.37,0.256,59.59,1.0,503.97,0.1667,1.0,44.0,0.1667,0.0,0.0,769.49,4.0,0.0,0.0,-0.3291,2,2,2,222,Hibernating,55,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9956
CUST_000355,Samantha Lee,Female,34.0,San Diego,CA,2023-07-24,6.0,5.0,6.0,5.0,2023-07-25,2024-02-28,2024-02-28,123,342,218,2578.44,1954.47,858.3299999999999,390.89,0.439,43.92,1.0,623.97,0.1667,0.0,0.0,0.0,0.0,0.0,1954.47,5.0,0.0,0.0,-0.3316,3,3,3,333,Loyal Customers,65,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.7614
CUST_000356,Nathan Mitchell,Male,45.0,San Jose,CA,2022-06-16,6.0,4.0,6.0,5.0,2022-06-16,2023-01-16,2023-01-16,531,745,214,1812.48,1610.98,494.49,402.74,0.161,30.69,0.0,0.0,0.0,2.0,201.5,0.3333,0.0,0.0,1610.98,4.0,0.0,0.0,-0.3313,1,2,3,123,Promising,65,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000357,Scott Gutierrez,Male,21.0,Atlanta,GA,2023-09-23,2.0,2.0,3.0,2.0,2023-09-24,2023-11-07,2023-11-07,236,281,44,883.0,883.0,291.85,441.5,0.214,33.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,2.0,0.0,0.0,-0.3296,3,2,2,322,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9915
CUST_000358,Jose Ramirez,Male,28.0,Philadelphia,PA,2023-09-27,2.0,2.0,7.0,2.0,2023-09-27,2023-10-07,2023-10-07,267,277,10,1334.93,1334.93,668.86,667.46,0.217,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1334.93,2.0,0.0,0.0,-0.3309,2,2,3,223,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9967
CUST_000359,Kelly Lopez,Female,33.0,Phoenix,AZ,2023-10-10,4.0,3.0,3.0,3.0,2023-10-11,2024-01-22,2023-11-27,216,264,103,1882.48,1625.49,480.47,541.83,0.341,29.56,0.0,0.0,0.0,1.0,256.99,0.25,0.0,0.0,1625.49,3.0,0.0,0.0,-0.3313,3,2,3,323,Promising,50,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9353
CUST_000360,Douglas Ward,Male,48.0,Dallas,TX,2023-03-18,6.0,6.0,11.0,4.0,2023-03-18,2023-11-18,2023-11-18,225,470,245,937.4200000000001,937.4200000000001,502.82,156.24,0.383,53.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937.4200000000001,6.0,0.0,0.0,-0.3298,3,3,2,332,Promising,50,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9949
CUST_000361,Christian Hill,Male,44.0,Detroit,MI,2023-07-29,0.0,0.0,0.0,0.0,,,,999,337,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000362,Carolyn Campbell,Female,45.0,Phoenix,AZ,2023-05-21,17.0,16.0,25.0,7.0,2023-05-22,2024-01-18,2024-01-18,164,406,241,4072.44,4058.45,1892.46,253.65,1.182,46.63,1.0,13.99,0.0588,0.0,0.0,0.0,0.0,0.0,4058.45,16.0,0.0,0.0,-0.3325,3,4,4,344,Loyal Customers,60,HIGH,Cooling Purchase Cadence (91-180 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9362
CUST_000363,Kimberly Howard,Female,38.0,Miami,FL,2022-08-28,13.0,12.0,19.0,8.0,2022-08-29,2023-06-08,2023-06-08,388,672,283,1958.93,1807.93,860.44,150.66,0.536,47.59,0.0,0.0,0.0,1.0,151.0,0.0769,0.0,0.0,1807.93,12.0,0.0,0.0,-0.3315,2,4,3,243,At Risk,75,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000364,Kelly Morgan,Female,29.0,Austin,TX,2022-01-27,52.0,45.0,72.0,21.0,2022-02-15,2023-12-03,2023-12-03,210,885,656,19607.61,17662.12,6463.96,392.49,1.525,36.6,4.0,1471.99,0.0769,3.0,473.5,0.0577,0.0,0.0,17662.12,45.0,0.0,0.0,-0.3331,3,5,5,355,Loyal Customers,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9963
CUST_000365,Richard Campbell,Male,57.0,New York,NY,2023-02-02,1.0,1.0,1.0,1.0,2023-02-11,2023-02-11,2023-02-11,505,514,0,993.0,993.0,236.65999999999997,993.0,0.058,23.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,1.0,0.0,0.0,-0.33,1,1,2,112,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_000366,Donna Ortiz,Female,30.0,San Antonio,TX,2023-11-29,4.0,4.0,8.0,3.0,2023-12-01,2024-02-06,2024-02-06,145,214,67,1612.93,1612.93,892.2700000000001,403.23,0.561,55.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.93,4.0,0.0,0.0,-0.3313,3,2,3,323,Promising,40,MEDIUM,Cooling Purchase Cadence (91-180 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.8277
CUST_000367,Harold Ward,Male,44.0,Los Angeles,CA,2022-11-17,1.0,1.0,2.0,1.0,2022-11-18,2022-11-18,2022-11-18,590,591,0,147.0,147.0,117.98,147.0,0.051,80.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,1.0,0.0,0.0,-0.3121,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_000368,Jonathan Young,Male,37.0,Los Angeles,CA,2023-10-15,2.0,1.0,2.0,2.0,2023-10-24,2023-12-07,2023-12-07,206,259,44,69.98,42.0,15.399999999999999,42.0,0.116,36.67,1.0,27.98,0.5,0.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,-0.2692,3,1,1,311,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9475
CUST_000369,Christine Williams,Female,46.0,Chicago,IL,2023-07-28,12.0,11.0,16.0,9.0,2023-07-29,2024-06-05,2024-06-05,25,338,312,4341.9,4308.9,1751.23,391.72,0.976,40.64,1.0,33.0,0.0833,0.0,0.0,0.0,1028.97,2.0,3279.9299999999994,9.0,0.2388,0.1818,-0.0149,4,4,4,444,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1436
CUST_000370,Joe Garcia,Male,31.0,Denver,CO,2022-12-13,1.0,1.0,1.0,1.0,2022-12-18,2022-12-18,2022-12-18,560,565,0,81.99,81.99,51.69,81.99,0.053,63.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99,1.0,0.0,0.0,-0.2971,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_000371,Andrew Cruz,Male,52.0,Austin,TX,2022-01-01,2.0,2.0,2.0,1.0,2022-01-09,2022-01-30,2022-01-30,882,911,21,302.49,302.49,157.03000000000003,151.24,0.066,51.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.49,2.0,0.0,0.0,-0.3227,1,2,1,121,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000372,Patricia Peterson,Female,56.0,San Diego,CA,2023-02-17,12.0,10.0,12.0,6.0,2023-02-18,2023-09-14,2023-09-14,290,499,208,4862.43,4168.4400000000005,1468.35,416.84,0.601,35.23,1.0,640.0,0.0833,1.0,53.99,0.0833,0.0,0.0,4168.4400000000005,10.0,0.0,0.0,-0.3325,2,4,4,244,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9991
CUST_000373,Karen Carter,Female,51.0,San Antonio,TX,2023-01-16,4.0,4.0,4.0,4.0,2023-01-18,2023-08-11,2023-08-11,324,531,205,1225.99,1225.99,342.72999999999996,306.5,0.226,27.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.99,4.0,0.0,0.0,-0.3306,2,2,2,222,Hibernating,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9998
CUST_000374,Carol Jones,Female,40.0,Phoenix,AZ,2022-05-29,19.0,16.0,28.0,12.0,2022-05-31,2023-09-30,2023-09-30,274,763,487,5214.82,4431.83,2056.71,276.99,0.629,46.41,1.0,647.99,0.0526,2.0,135.0,0.1053,0.0,0.0,4431.83,16.0,0.0,0.0,-0.3326,2,4,4,244,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9995
CUST_000375,Evelyn Sanchez,Female,33.0,Minneapolis,MN,2023-12-02,13.0,13.0,23.0,6.0,2023-12-02,2024-06-25,2024-06-25,5,211,206,2274.9,2274.9,1197.5100000000002,174.99,1.848,52.64,0.0,0.0,0.0,0.0,0.0,0.0,997.46,5.0,1277.44,8.0,0.4385,0.3846,0.2502,5,4,3,543,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0726
CUST_000376,Cheryl Ward,Female,74.0,Portland,OR,2024-03-02,21.0,17.0,27.0,4.0,2024-03-02,2024-06-28,2024-06-28,2,120,118,6240.82,5372.83,1762.0000000000002,316.05,4.25,32.79,1.0,327.99,0.0476,3.0,540.0,0.1429,4858.849999999999,16.0,513.9800000000005,1.0,0.9043,0.9412,0.8708,5,4,4,544,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.062
CUST_000377,Frank Rogers,Male,26.0,Boston,MA,2022-05-11,0.0,0.0,0.0,0.0,,,,999,781,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000378,Amanda Allen,Female,50.0,Chicago,IL,2022-08-26,4.0,4.0,4.0,4.0,2022-08-28,2023-03-13,2023-03-13,475,674,197,646.99,646.99,184.34000000000003,161.75,0.178,28.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.99,4.0,0.0,0.0,-0.3283,1,2,2,122,Hibernating,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000379,Rachel Wood,Female,43.0,Detroit,MI,2023-07-23,7.0,7.0,13.0,5.0,2023-07-23,2024-05-30,2024-05-30,31,343,312,1628.99,1628.99,811.04,232.71,0.612,49.79,0.0,0.0,0.0,0.0,0.0,0.0,586.0,4.0,1042.99,3.0,0.3597,0.5714,0.1454,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.3421
CUST_000380,John Roberts,Male,38.0,Atlanta,GA,2024-02-28,2.0,1.0,1.0,2.0,2024-03-01,2024-04-01,2024-04-01,90,123,31,361.99,98.0,54.17,98.0,0.244,55.28,1.0,263.99,0.5,0.0,0.0,0.0,0.0,0.0,98.0,1.0,0.0,0.0,-0.3025,4,1,1,411,New Customers,15,LOW,High Return Friction (50.0% Refund Rate),Loyalty Points Acceleration & Exclusive Product Previews,0.1892
CUST_000381,Nathan Green,Male,41.0,Los Angeles,CA,2024-02-17,4.0,4.0,7.0,2.0,2024-02-19,2024-05-20,2024-05-20,41,134,91,454.99,454.99,257.39,113.75,0.896,56.57,0.0,0.0,0.0,0.0,0.0,0.0,374.99,3.0,80.0,1.0,0.8242,0.75,0.7491,4,2,2,422,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.2732
CUST_000382,Jerry Baker,Male,32.0,Houston,TX,2024-02-15,1.0,1.0,1.0,1.0,2024-02-19,2024-02-19,2024-02-19,132,136,0,222.99,222.99,105.82000000000001,222.99,0.221,47.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.99,1.0,0.0,0.0,-0.319,3,1,1,311,Promising,15,LOW,Cooling Purchase Cadence (91-180 Days),Loyalty Points Acceleration & Exclusive Product Previews,0.7038
CUST_000383,John Bailey,Male,44.0,Houston,TX,2023-02-24,1.0,1.0,2.0,1.0,2023-02-26,2023-02-26,2023-02-26,490,492,0,1058.0,1058.0,266.65999999999997,1058.0,0.061,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058.0,1.0,0.0,0.0,-0.3302,1,1,2,112,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_000384,Gloria Richardson,Female,42.0,Denver,CO,2024-03-21,6.0,6.0,8.0,3.0,2024-03-22,2024-06-14,2024-06-14,16,101,84,1347.98,1347.98,732.63,224.66,1.782,54.35,0.0,0.0,0.0,0.0,0.0,0.0,1196.98,5.0,151.0,1.0,0.888,0.8333,0.8444,4,3,3,433,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1287
CUST_000385,Andrea Torres,Female,72.0,San Diego,CA,2022-12-23,6.0,6.0,15.0,4.0,2022-12-24,2023-10-02,2023-10-02,272,555,282,3366.95,3366.95,1590.1000000000001,561.16,0.324,47.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.95,6.0,0.0,0.0,-0.3323,2,3,4,234,At Risk,70,HIGH,High Inactivity (181-365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),0.9993
CUST_000386,Timothy Garcia,Male,52.0,Chicago,IL,2022-04-06,0.0,0.0,0.0,0.0,,,,999,816,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000387,Tyler Martinez,Male,45.0,Chicago,IL,2023-09-13,2.0,2.0,2.0,2.0,2023-09-22,2023-11-05,2023-11-05,238,291,44,365.98,365.98,195.24,182.99,0.206,53.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.98,2.0,0.0,0.0,-0.3245,3,2,1,321,Promising,40,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9933
CUST_000388,Dennis Ramos,Male,46.0,Philadelphia,PA,2023-05-27,0.0,0.0,0.0,0.0,,,,999,400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000389,Betty Morales,Female,61.0,Seattle,WA,2023-11-19,22.0,22.0,33.0,6.0,2023-11-19,2024-06-22,2024-06-22,8,224,216,5120.42,5120.42,2262.01,232.75,2.946,44.18,0.0,0.0,0.0,0.0,0.0,0.0,3429.9399999999996,13.0,1690.4800000000005,9.0,0.6699,0.5909,0.5587,4,5,4,454,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0948
CUST_000390,Donald Chavez,Male,26.0,San Antonio,TX,2023-07-15,0.0,0.0,0.0,0.0,,,,999,351,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000391,Nathan Campbell,Male,36.0,Chicago,IL,2023-12-03,5.0,5.0,6.0,3.0,2023-12-03,2024-06-12,2024-06-12,18,210,192,770.98,770.98,372.83000000000004,154.2,0.714,48.36,0.0,0.0,0.0,0.0,0.0,0.0,442.99,4.0,327.99,1.0,0.5746,0.8,0.4272,4,3,2,432,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.2078
CUST_000392,Alice Ramos,Female,18.0,Austin,TX,2022-12-05,17.0,15.0,24.0,11.0,2022-12-06,2024-06-12,2024-06-12,18,573,554,3233.91,2777.92,1226.37,185.19,0.785,44.15,1.0,23.99,0.0588,1.0,432.0,0.0588,326.47,4.0,2451.45,11.0,0.1175,0.2667,-0.176,4,4,3,443,Loyal Customers,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.3042
CUST_000393,Raymond Evans,Male,45.0,Charlotte,NC,2022-10-17,7.0,7.0,8.0,6.0,2022-10-18,2023-05-11,2023-05-11,416,622,205,618.49,618.49,356.57,88.36,0.338,57.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618.49,7.0,0.0,0.0,-0.328,2,3,2,232,Promising,65,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000394,Frank Torres,Male,49.0,Los Angeles,CA,2023-10-21,1.0,1.0,2.0,1.0,2023-10-27,2023-10-27,2023-10-27,247,253,0,349.98,349.98,212.88000000000002,349.98,0.119,60.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.98,1.0,0.0,0.0,-0.3241,3,1,1,311,Promising,25,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9939
CUST_000395,Joyce Reyes,Female,26.0,San Diego,CA,2023-04-11,44.0,43.0,67.0,15.0,2023-04-12,2024-06-10,2024-06-10,20,446,425,13486.74,12246.24,5441.77,284.8,2.892,44.44,0.0,0.0,0.0,1.0,1240.5,0.0227,3386.99,10.0,8859.25,33.0,0.2766,0.2326,0.0354,4,5,5,455,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1238
CUST_000396,Emma Evans,Female,56.0,Houston,TX,2022-07-08,6.0,6.0,8.0,6.0,2022-07-09,2023-06-14,2023-06-14,382,723,340,1325.49,1325.49,704.07,220.92,0.249,53.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.49,6.0,0.0,0.0,-0.3308,2,3,3,233,At Risk,65,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000397,William Moore,Male,30.0,Los Angeles,CA,2023-01-01,1.0,1.0,3.0,1.0,2023-01-03,2023-01-03,2023-01-03,544,546,0,225.0,225.0,177.18,225.0,0.055,78.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,0.0,0.0,-0.3191,1,1,1,111,Hibernating,40,MEDIUM,Severe Inactivity (>365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,1.0
CUST_000398,Shirley Nguyen,Female,34.0,Minneapolis,MN,2023-11-20,17.0,15.0,24.0,4.0,2023-11-22,2024-06-28,2024-06-27,3,223,219,8219.44,6484.45,2202.76,432.3,2.018,33.97,0.0,0.0,0.0,2.0,1734.99,0.1176,6229.45,13.0,255.0,2.0,0.9607,0.8667,0.9461,5,4,5,545,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1128
CUST_000399,Janice Turner,Female,40.0,Portland,OR,2024-02-10,4.0,4.0,8.0,2.0,2024-02-11,2024-06-16,2024-06-16,14,141,126,532.97,532.97,340.61,133.24,0.851,63.91,0.0,0.0,0.0,0.0,0.0,0.0,493.0,2.0,39.97000000000003,2.0,0.925,0.5,0.8834,4,2,2,422,Potential Loyalists,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1085
CUST_000400,Martha Morris,Female,58.0,Houston,TX,2023-10-23,4.0,4.0,8.0,3.0,2023-10-23,2024-03-21,2024-03-21,101,251,150,1118.98,1118.98,492.78000000000003,279.74,0.478,44.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.98,4.0,0.0,0.0,-0.3304,3,2,2,322,Promising,30,MEDIUM,Cooling Purchase Cadence (91-180 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.5879
CUST_000401,Abigail Gomez,Female,28.0,Houston,TX,2023-09-23,15.0,12.0,17.0,7.0,2023-09-23,2024-06-26,2024-06-24,6,281,277,4160.43,3897.94,1540.4299999999998,324.83,1.281,39.52,0.0,0.0,0.0,3.0,262.49,0.2,712.96,7.0,3184.98,5.0,0.1829,0.5833,-0.0892,5,4,4,544,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.0908
CUST_000402,Matthew Chavez,Male,42.0,New York,NY,2023-11-27,0.0,0.0,0.0,0.0,,,,999,216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000403,Benjamin Cruz,Male,48.0,Austin,TX,2022-07-28,2.0,2.0,5.0,1.0,2022-08-07,2022-08-20,2022-08-20,680,703,13,1368.96,1368.96,305.97999999999996,684.48,0.085,22.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.96,2.0,0.0,0.0,-0.3309,1,2,3,123,Promising,55,HIGH,Severe Inactivity (>365 Days),Automated Multi-Channel Retention Flow (15% Reactivation Offer),1.0
CUST_000404,Heather Bennett,Female,46.0,New York,NY,2023-06-13,20.0,19.0,25.0,11.0,2023-06-15,2024-06-11,2024-06-11,19,383,362,3638.86,3518.86,1766.01,185.2,1.488,50.19,0.0,0.0,0.0,1.0,120.0,0.05,821.9200000000001,5.0,2696.94,14.0,0.2336,0.2632,-0.0218,4,5,4,454,Champions,0,LOW,Healthy Engagement Cadence,Loyalty Points Acceleration & Exclusive Product Previews,0.1495
CUST_000405,Steven Johnson,Male,46.0,San Antonio,TX,2023-06-24,1.0,1.0,2.0,1.0,2023-07-03,2023-07-03,2023-07-03,363,372,0,52.0,52.0,20.28,52.0,0.081,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,-0.2796,2,1,1,211,Hibernating,25,MEDIUM,High Inactivity (181-365 Days),Personalized Cross-Sell Campaign & Replenishment Nudge,0.9999
CUST_000406,Steven Lopez,Male,48.0,Los Angeles,CA,2024-02-25,1.0,1.0,1.0,1.0,2024-03-05,2024-03-05,2024-03-05,117,126,0,44.0,44.0,16.2,44.0,0.238,36.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,-0.2716,3,1,1,311,Promising,15,LOW,Cooling Purchase Cadence (91-180 Days),Loyalty Points Acceleration & Exclusive Product Previews,0.5797
CUST_000407,Hannah Rodriguez,Female,32.0,Seattle,WA,2022-01-18,22.0,22.0,49.0,14.0,2022-01-19,2023-05-26,2023-05-26,401,894,492,8507.8,8507.8,3199.4900000000002,386.72,0.738,37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8507.8,22.0,0.0,0.0,-0.3329,2,5,5,255,At Risk,85,CRITICAL,Severe Inactivity (>365 Days),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
CUST_000408,Adam Baker,Male,60.0,Portland,OR,2024-03-12,0.0,0.0,0.0,0.0,,,,999,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,000,Inactive / Unactivated,85,CRITICAL,Unactivated Account (0 Completed Purchases),High-Touch Re-engagement / VIP Concierge Win-Back Promo,1.0
