customer_id,name,gender,age,city,state,signup_date
CUST_002552,Angela Davis,Female,32.0,Detroit,MI,2024-02-08
CUST_002553,Tyler Bennett,Male,40.0,Austin,TX,2024-02-26
CUST_002554,Benjamin Gomez,Male,18.0,Phoenix,AZ,2022-11-14
CUST_002555,Alice Adams,Female,36.0,Philadelphia,PA,2022-01-04
CUST_002556,Nicholas Brooks,,25.0,Dallas,TX,2024-02-03
CUST_002557,Jessica Brooks,Female,26.0,Miami,FL,2023-06-04
CUST_002558,Stephanie Lewis,Female,69.0,Miami,FL,2023-06-14
CUST_002559,Ruth Morris,Female,42.0,Phoenix,AZ,2023-11-30
CUST_002560,Amanda Adams,Female,54.0,Miami,FL,2023-01-16
CUST_002561,Kevin Hall,Male,49.0,San Antonio,TX,2023-02-08
CUST_002562,Jason Baker,Male,51.0,Phoenix,AZ,2023-12-24
CUST_002563,Kyle Ward,Male,36.0,Chicago,IL,2023-04-06
CUST_002564,Jesse Thomas,,59.0,Miami,FL,2023-10-06
CUST_002565,Jeffrey Edwards,Male,49.0,Austin,TX,2024-01-29
CUST_002566,Kimberly Campbell,Female,39.0,Philadelphia,PA,2023-01-17
CUST_002567,Brenda Jones,Female,42.0,San Jose,CA,2024-01-18
CUST_002568,Cynthia Morgan,Female,37.0,Miami,FL,2022-11-21
CUST_002569,Jordan King,Male,39.0,Los Angeles,CA,2024-02-14
CUST_002570,Justin Gray,Male,38.0,Phoenix,AZ,2022-11-02
CUST_002571,Kelly Brown,F,43.0,Phoenix,AZ,2022-08-29
CUST_002572,Arthur Morales,Male,60.0,New York,NY,2023-09-25
CUST_002573,Tyler Wood,Male,23.0,Houston,TX,2024-02-09
CUST_002574,Joshua Martinez,Male,53.0,Boston,MA,2023-10-28
CUST_002575,Dennis Murphy,Male,34.0,Chicago,IL,2023-10-09
CUST_002576,Nicholas Hill,Male,54.0,Atlanta,GA,2024-03-13
CUST_002577,Eric Morales,Male,34.0,Portland,OR,2023-05-28
CUST_002578,Joe Wilson,Male,44.0,Los Angeles,CA,2024-01-17
CUST_002579,Melissa Walker,Female,37.0,Phoenix,AZ,2022-02-11
CUST_002580,Justin Miller,Male,18.0,Los Angeles,CA,2022-05-22
CUST_002581,Margaret Gray,Female,60.0,Seattle,WA,2022-10-02
CUST_002582,Mark Perez,Male,27.0,San Antonio,TX,2024-02-25
CUST_002583,Ruth Rodriguez,Female,40.0,Dallas,TX,2022-07-25
CUST_002584,Megan Clark,Female,25.0,Boston,MA,2023-01-08
CUST_002585,Joyce Scott,Female,22.0,Boston,MA,2022-02-10
CUST_002586,Sharon Davis,Female,36.0,San Diego,CA,2022-03-28
CUST_002587,Barbara Torres,Female,31.0,Minneapolis,MN,2023-06-16
CUST_002588,Helen Torres,Female,24.0,Portland,OR,2022-04-17
CUST_002589,Christine Scott,Female,38.0,Austin,TX,2024-01-25
CUST_002590,Cheryl Peterson,Female,20.0,New York,NY,2024-01-16
CUST_002591,Aaron Johnson,Male,40.0,Boston,MA,2023-07-15
CUST_002592,Carl Richardson,Male,37.0,Minneapolis,MN,2023-01-19
CUST_002593,Jeremy Lewis,Male,18.0,Dallas,TX,2024-01-18
CUST_002594,Amy Peterson,Female,32.0,Seattle,WA,2023-04-03
CUST_002595,Olivia Kim,Female,44.0,Houston,TX,2022-07-19
CUST_002596,Kyle Gutierrez,Male,25.0,San Antonio,TX,2022-12-07
CUST_002597,Judy Morgan,Female,45.0,Atlanta,GA,2022-12-22
CUST_002598,Brenda Ramos,Female,44.0,Minneapolis,MN,2023-06-14
CUST_002599,Aaron Roberts,Male,26.0,New York,NY,2023-01-23
CUST_002600,Gary Ramos,Male,38.0,New York,NY,2023-12-02
CUST_002601,Judith Ramirez,Female,49.0,Houston,TX,2023-07-19
CUST_002602,Austin Wood,Male,28.0,Phoenix,AZ,2022-09-15
CUST_002603,Abigail Wilson,Female,36.0,Boston,MA,2023-01-24
CUST_002604,Matthew Cooper,Male,53.0,New York,NY,2023-09-27
CUST_002605,Emily Smith,Female,28.0,Boston,MA,2022-09-06
CUST_002606,Andrea Brooks,Female,,San Diego,CA,2022-04-11
CUST_002607,Tyler Gomez,Male,25.0,Seattle,WA,2023-09-18
CUST_002608,Janice Torres,FEMALE,36.0,San Antonio,TX,2023-01-27
CUST_002609,Ronald Wilson,Male,44.0,Atlanta,GA,2022-05-14
CUST_002610,Sara Moore,Female,18.0,Philadelphia,PA,2023-03-28
CUST_002611,Nathan Mitchell,Male,32.0,Houston,TX,2023-05-30
CUST_002612,Donald Watson,Male,44.0,San Jose,CA,2022-01-30
CUST_002613,Lisa James,Female,41.0,Philadelphia,PA,2023-11-13
CUST_002614,Douglas Gutierrez,Male,32.0,Chicago,IL,2023-04-06
CUST_002615,Margaret Reed,Female,25.0,Detroit,MI,2022-01-29
CUST_002616,Jacqueline James,Female,46.0,Denver,CO,2023-12-31
CUST_002617,Catherine Martinez,Female,34.0,Los Angeles,CA,2023-06-18
CUST_002618,Scott Bailey,MALE,45.0,Denver,CO,2024-03-07
CUST_002619,Brian King,Male,43.0,Chicago,IL,2022-10-11
CUST_002620,Joe Rivera,Male,33.0,Philadelphia,PA,2023-02-01
CUST_002621,Zachary Turner,Male,52.0,Los Angeles,CA,2023-08-14
CUST_002622,Jeremy Morgan,M,31.0,New York,NY,2024-02-04
CUST_002623,Cheryl Scott,Female,53.0,Phoenix,AZ,2023-11-13
CUST_002624,Raymond Lewis,Male,55.0,Dallas,TX,2023-07-31
CUST_002625,Jesse Clark,Male,52.0,Chicago,IL,2023-11-16
CUST_002626,Heather Cook,Female,36.0,New York,NY,2022-04-14
CUST_002627,Samuel Flores,Male,70.0,Chicago,IL,2023-09-27
CUST_002628,Melissa Morgan,Female,40.0,Chicago,IL,2023-06-13
CUST_002629,Melissa Reed,Female,42.0,Dallas,TX,2022-10-05
CUST_002630,Judith Gonzalez,Female,38.0,Chicago,IL,2022-09-02
CUST_002631,Laura Morales,Female,,San Diego,CA,2022-10-18
CUST_002632,Evelyn Edwards,Female,55.0,San Antonio,TX,2022-05-13
CUST_002633,Dylan Cooper,Male,31.0,Chicago,IL,2022-10-04
CUST_002634,Stephen Ramos,M,50.0,Denver,CO,2022-03-20
CUST_002635,Joseph Lee,Male,53.0,Seattle,WA,2023-08-21
CUST_002636,Victoria Gomez,Female,46.0,Seattle,WA,2023-04-23
CUST_002637,Mary Stewart,Female,30.0,Philadelphia,PA,2022-05-18
CUST_002638,Hannah Morris,Female,34.0,Houston,TX,2023-09-08
CUST_002639,Gregory Murphy,Male,18.0,Dallas,TX,2022-07-07
CUST_002640,Katherine Johnson,Female,37.0,Portland,OR,2023-04-09
CUST_002641,Frank Cruz,Male,49.0,Philadelphia,PA,2024-02-08
CUST_002642,Samuel Gomez,Male,36.0,Seattle,WA,2023-10-23
CUST_002643,Ronald Carter,Male,31.0,Philadelphia,PA,2023-06-17
CUST_002644,Brian Turner,Male,35.0,Portland,OR,2023-06-17
CUST_002645,Brenda Baker,F,54.0,Chicago,IL,2022-03-13
CUST_002646,Sean Morales,Male,38.0,Philadelphia,PA,2023-02-13
CUST_002647,Christopher Parker,,62.0,San Antonio,TX,2022-11-03
CUST_002648,Ronald Collins,Male,31.0,Denver,CO,2023-03-24
CUST_002649,Donald Jones,Male,41.0,Denver,CO,2024-02-28
CUST_002650,Jonathan Mendoza,Male,33.0,Denver,CO,2023-11-10
CUST_002651,Christopher Moore,Male,64.0,Denver,CO,2023-07-06
CUST_002652,Andrea Edwards,Female,41.0,San Antonio,TX,2023-09-13
CUST_002653,Thomas Young,Male,65.0,Los Angeles,CA,2023-10-02
CUST_002654,Adam Young,Male,33.0,Minneapolis,MN,2023-03-09
CUST_002655,Dorothy Hernandez,Female,58.0,Houston,TX,2024-01-03
CUST_002656,Justin Smith,Male,40.0,New York,NY,2023-07-12
CUST_002657,Kimberly Thomas,Female,49.0,Los Angeles,CA,2023-10-07
CUST_002658,Peter Martinez,Male,23.0,San Antonio,TX,2022-01-13
CUST_002659,Julia Baker,,43.0,Phoenix,AZ,2023-05-13
CUST_002660,Donna Wright,Female,25.0,Seattle,WA,2022-12-23
CUST_002661,Dylan Moore,Male,42.0,Austin,TX,2022-03-03
CUST_002662,Sharon Phillips,F,20.0,New York,NY,2023-08-02
CUST_002663,Catherine Edwards,Female,37.0,Chicago,IL,2024-02-14
CUST_002664,Christina Hernandez,Female,52.0,Minneapolis,MN,2023-10-03
CUST_002665,Kimberly Hernandez,Female,45.0,Boston,MA,2022-03-29
CUST_002666,Stephen Morales,Male,23.0,Minneapolis,MN,2022-03-05
CUST_002667,David Martin,Male,18.0,New York,NY,2022-12-06
CUST_002668,Christina Evans,Female,45.0,Detroit,MI,2022-09-02
CUST_002669,Eric Moore,Male,58.0,Miami,FL,2022-02-01
CUST_002670,Kathryn Walker,Female,26.0,Philadelphia,PA,2022-02-15
CUST_002671,Kevin Cooper,Male,65.0,Seattle,WA,2022-12-06
CUST_002672,Abigail Rivera,Female,38.0,Chicago,IL,2022-05-24
CUST_002673,Nancy Walker,Female,18.0,San Jose,CA,2022-07-23
CUST_002674,Ruth Clark,Female,19.0,Atlanta,GA,2024-01-05
CUST_002675,Timothy Mendoza,Male,48.0,San Antonio,TX,2024-03-26
CUST_002676,Ashley Garcia,Female,40.0,New York,NY,2023-11-22
CUST_002677,Jessica Torres,Female,57.0,Phoenix,AZ,2022-08-28
CUST_002678,Jose Brown,Male,24.0,Denver,CO,2022-07-05
CUST_002679,Andrew Reed,Male,40.0,Seattle,WA,2023-06-13
CUST_002680,Maria Rivera,Female,39.0,San Antonio,TX,2023-11-08
CUST_002681,Joe Collins,Male,37.0,Charlotte,NC,2023-08-10
CUST_002682,Ronald Cox,Male,34.0,New York,NY,2023-11-22
CUST_002683,Jennifer Bennett,Female,34.0,Los Angeles,CA,2023-04-03
CUST_002684,Daniel James,Male,41.0,Chicago,IL,2024-03-23
CUST_002685,Lisa Hernandez,Female,42.0,Atlanta,GA,2023-11-10
CUST_002686,Justin Hernandez,MALE,42.0,Boston,MA,2022-02-26
CUST_002687,Megan Cruz,Female,54.0,Boston,MA,2022-12-23
CUST_002688,George Johnson,Male,23.0,Minneapolis,MN,2023-05-29
CUST_002689,Betty Lopez,Female,18.0,Philadelphia,PA,2022-08-20
CUST_002690,Aaron Rogers,Male,51.0,Houston,TX,2023-01-25
CUST_002691,Timothy Jackson,Male,27.0,Austin,TX,2023-07-21
CUST_002692,Maria Brooks,FEMALE,34.0,Phoenix,AZ,2023-05-24
CUST_002693,Lawrence Perez,Male,31.0,San Diego,CA,2023-12-31
CUST_002694,George Moore,Male,31.0,Los Angeles,CA,2022-09-24
CUST_002695,Benjamin Stewart,Male,20.0,Phoenix,AZ,2024-02-09
CUST_002696,Martha Miller,Female,31.0,San Antonio,TX,2022-11-16
CUST_002697,Henry Lee,Male,47.0,New York,NY,2024-02-08
CUST_002698,Megan Robinson,Female,38.0,Charlotte,NC,2022-09-11
CUST_002699,Cheryl Richardson,Female,45.0,New York,NY,2023-04-19
CUST_002700,Alexander Brooks,Male,32.0,Detroit,MI,2024-02-16
CUST_002701,Gregory Garcia,Male,50.0,New York,NY,2022-10-08
CUST_002702,Zachary Green,Male,32.0,Miami,FL,2023-12-22
CUST_002703,Christina Perez,F,18.0,San Diego,CA,2023-04-14
CUST_002704,Adam Hill,Male,42.0,Los Angeles,CA,2023-02-07
CUST_002705,Jacob Torres,Male,48.0,Chicago,IL,2023-08-15
CUST_002706,Teresa Jackson,Female,32.0,Houston,TX,2022-07-27
CUST_002707,Andrew Miller,Male,53.0,Atlanta,GA,2023-08-11
CUST_002708,Margaret Nguyen,Female,28.0,Los Angeles,CA,2022-07-05
CUST_002709,Cynthia Watson,Female,47.0,Chicago,IL,2023-09-18
CUST_002710,Kenneth Perez,Male,60.0,Seattle,WA,2023-07-07
CUST_002711,Adam Taylor,Male,39.0,Austin,TX,2022-05-30
CUST_002712,Michelle Nelson,Female,36.0,Phoenix,AZ,2022-04-20
CUST_002713,Virginia Kim,Female,37.0,New York,NY,2023-07-04
CUST_002714,Debra Scott,Female,59.0,Dallas,TX,2022-05-12
CUST_002715,Matthew Edwards,Male,44.0,Chicago,IL,2023-07-18
CUST_002716,Amanda Bailey,Female,65.0,Austin,TX,2024-03-30
CUST_002717,Rachel Williams,Female,42.0,Chicago,IL,2022-05-13
CUST_002718,Peter Cox,Male,30.0,Charlotte,NC,2023-03-23
CUST_002719,Shirley Ramirez,Female,31.0,Dallas,TX,2024-02-11
CUST_002720,Andrew Evans,Male,39.0,Dallas,TX,2024-02-19
CUST_002721,George Reed,Male,18.0,Miami,FL,2022-02-03
CUST_002722,Joseph Martin,Male,33.0,Charlotte,NC,2023-11-25
CUST_002723,Jennifer Morris,Female,33.0,Boston,MA,2022-09-02
CUST_002724,Sophia Peterson,Female,41.0,Austin,TX,2023-10-13
CUST_002725,Sarah Martinez,Female,63.0,Miami,FL,2022-12-15
CUST_002726,Charles Chavez,Male,,Los Angeles,CA,2022-08-20
CUST_002727,Carl Scott,Male,18.0,Boston,MA,2023-03-21
CUST_002728,Victoria Gonzalez,Female,27.0,Seattle,WA,2022-07-05
CUST_002729,Emma King,Female,42.0,Dallas,TX,2023-02-11
CUST_002730,Aaron Brooks,Male,40.0,Miami,FL,2023-01-18
CUST_002731,Alice Lewis,Female,59.0,Denver,CO,2024-03-07
CUST_002732,Sarah Phillips,Female,51.0,Denver,CO,2023-05-16
CUST_002733,Joshua Wright,Male,50.0,Detroit,MI,2023-09-08
CUST_002734,Madison Cruz,Female,36.0,Seattle,WA,2022-07-04
CUST_002735,Hannah Brown,Female,52.0,Chicago,IL,2024-03-29
CUST_002736,Denise Watson,Female,27.0,Los Angeles,CA,2023-04-11
CUST_002737,Rebecca Collins,Female,51.0,San Diego,CA,2022-03-25
CUST_002738,Jesse Gonzalez,Male,35.0,Chicago,IL,2023-07-06
CUST_002739,Jason Torres,Male,20.0,Seattle,WA,2022-11-13
CUST_002740,Zachary Cook,Male,46.0,Miami,FL,2022-10-23
CUST_002741,Kathryn Bailey,Female,56.0,Chicago,IL,2022-11-12
CUST_002742,Anthony Cox,Male,33.0,Detroit,MI,2023-03-04
CUST_002743,Emily Anderson,Female,58.0,Boston,MA,2022-10-16
CUST_002744,Raymond Parker,Male,18.0,Charlotte,NC,2023-11-05
CUST_002745,Ann Ramos,Female,24.0,Los Angeles,CA,2022-07-08
CUST_002746,Richard Bailey,Male,37.0,Philadelphia,PA,2022-06-01
CUST_002747,Sara Morris,Female,34.0,San Jose,CA,2022-04-24
CUST_002748,Cynthia Gray,Female,30.0,Boston,MA,2023-01-31
CUST_002749,Anna Morgan,Female,40.0,Detroit,MI,2022-05-03
CUST_002750,Laura Anderson,Female,32.0,Minneapolis,MN,2022-01-29
CUST_002751,Jean Thompson,Female,34.0,Chicago,IL,2022-10-23
CUST_002752,Christopher Thomas,Male,42.0,Phoenix,AZ,2024-03-18
CUST_002753,Frank Phillips,Male,30.0,Denver,CO,2022-01-13
CUST_002754,Betty Roberts,Female,37.0,Los Angeles,CA,2022-03-12
CUST_002755,Lawrence Baker,Male,30.0,Charlotte,NC,2023-06-16
CUST_002756,Harold Davis,Male,23.0,Boston,MA,2023-04-11
CUST_002757,Andrew Lopez,Male,48.0,Miami,FL,2022-04-24
CUST_002758,George Richardson,Male,60.0,Detroit,MI,2024-01-22
CUST_002759,Jacob Rivera,Male,52.0,Los Angeles,CA,2023-08-23
CUST_002760,Nicholas Diaz,Male,43.0,Phoenix,AZ,2023-04-09
CUST_002761,Christian Flores,Male,30.0,San Jose,CA,2023-05-17
CUST_002762,Frank Carter,Male,35.0,Atlanta,GA,2023-11-17
CUST_002763,Pamela Peterson,Female,52.0,Denver,CO,2022-04-18
CUST_002764,Evelyn Reed,Female,18.0,New York,NY,2024-02-16
CUST_002765,Nicole Cox,Female,34.0,San Jose,CA,2022-05-03
CUST_002766,Christopher Roberts,Male,48.0,Chicago,IL,2023-03-11
CUST_002767,Karen Martinez,Female,24.0,Phoenix,AZ,2022-09-11
CUST_002768,Edward Parker,Male,44.0,Charlotte,NC,2023-08-16
CUST_002769,Dennis Sanchez,Male,43.0,Los Angeles,CA,2023-12-16
CUST_002770,Christopher Scott,Male,20.0,New York,NY,2023-07-11
CUST_002771,Janet Roberts,Female,40.0,Phoenix,AZ,2022-08-20
CUST_002772,Kevin Gonzalez,Male,31.0,Miami,FL,2023-11-05
CUST_002773,Henry Lee,Male,44.0,Los Angeles,CA,2024-02-23
CUST_002774,Jennifer Perez,Female,47.0,New York,NY,2022-06-20
CUST_002775,Justin White,Male,43.0,Phoenix,AZ,2022-09-16
CUST_002776,Elizabeth Ortiz,Female,39.0,Austin,TX,2023-05-06
CUST_002777,Edward Cox,Male,42.0,Los Angeles,CA,2023-10-08
CUST_002778,John Walker,Male,24.0,Atlanta,GA,2022-05-17
CUST_002779,Helen Harris,Female,38.0,Miami,FL,2022-02-26
CUST_002780,Cheryl Parker,Female,,San Diego,CA,2023-06-04
CUST_002781,Sarah Rivera,Female,51.0,New York,NY,2023-11-17
CUST_002782,Judith Wright,Female,47.0,San Diego,CA,2022-10-26
CUST_002783,Raymond Cruz,Male,47.0,Los Angeles,CA,2023-06-16
CUST_002784,Christine Hall,Female,60.0,Philadelphia,PA,2023-11-22
CUST_002785,Diane Mendoza,Female,34.0,Boston,MA,2022-02-02
CUST_002786,Edward Evans,Male,32.0,New York,NY,2022-11-29
CUST_002787,Douglas Baker,Male,34.0,New York,NY,2022-10-31
CUST_002788,Jeremy Ramos,Male,18.0,Los Angeles,CA,2023-09-27
CUST_002789,Jeremy Collins,Male,19.0,New York,NY,2023-08-17
CUST_002790,Dorothy Williams,Female,46.0,Chicago,IL,2023-12-08
CUST_002791,Jose Perez,Male,21.0,Phoenix,AZ,2023-05-21
CUST_002792,Betty Gutierrez,Female,25.0,Boston,MA,2022-08-23
CUST_002793,Brandon Taylor,Male,37.0,New York,NY,2023-02-18
CUST_002794,James Bennett,Male,33.0,Houston,TX,2023-01-19
CUST_002795,Donald Cox,Male,50.0,Portland,OR,2023-08-18
CUST_002796,Tyler White,Male,39.0,Dallas,TX,2024-03-01
CUST_002797,Carl Cook,Male,29.0,Miami,FL,2023-03-10
CUST_002798,Elizabeth Smith,Female,51.0,San Antonio,TX,2023-07-28
CUST_002799,Patrick Nelson,Male,48.0,New York,NY,2022-07-07
CUST_002800,Tyler Thompson,Male,21.0,Los Angeles,CA,2023-06-10
CUST_002801,Lawrence White,Male,42.0,Boston,MA,2023-09-30
CUST_002802,Virginia Thomas,Female,30.0,Miami,FL,2023-10-25
CUST_002803,Sarah Campbell,Female,29.0,Philadelphia,PA,2024-03-14
CUST_002804,Daniel Turner,Male,62.0,San Antonio,TX,2024-03-23
CUST_002805,Joyce Mitchell,Female,40.0,Philadelphia,PA,2023-04-25
CUST_002806,Donna Miller,Female,36.0,New York,NY,2023-12-30
CUST_002807,Abigail Clark,Female,40.0,New York,NY,2023-10-06
CUST_002808,Arthur Martin,Male,49.0,Charlotte,NC,2023-05-02
CUST_002809,Julia Campbell,Female,30.0,New York,NY,2022-02-03
CUST_002810,Deborah Kelly,Female,32.0,Houston,TX,2024-03-16
CUST_002811,Joan Roberts,FEMALE,47.0,Seattle,WA,2024-03-08
CUST_002812,Adam Miller,Male,20.0,Phoenix,AZ,2023-04-27
CUST_002813,Robert Green,Male,51.0,Charlotte,NC,2022-12-06
CUST_002814,Dorothy Kim,Female,18.0,New York,NY,2022-05-02
CUST_002815,Emily Kim,Female,35.0,Minneapolis,MN,2022-03-03
CUST_002816,Ryan Mitchell,Male,19.0,Los Angeles,CA,2023-11-22
CUST_002817,Judy Ward,female,25.0,Los Angeles,CA,2023-01-30
CUST_002818,Noah Ortiz,Male,55.0,San Diego,CA,2023-06-01
CUST_002819,Deborah Ortiz,Female,52.0,Minneapolis,MN,2022-10-29
CUST_002820,Gregory Watson,Male,53.0,Phoenix,AZ,2023-07-09
CUST_002821,Kimberly Walker,Female,20.0,Chicago,IL,2023-10-22
CUST_002822,Brian Morales,Male,25.0,Phoenix,AZ,2024-01-21
CUST_002823,Barbara Edwards,Female,,New York,NY,2023-04-10
CUST_002824,Aaron Parker,Male,47.0,Miami,FL,2022-10-28
CUST_002825,Jose Campbell,Male,29.0,Detroit,MI,2022-03-26
CUST_002826,Noah Mendoza,Male,31.0,Seattle,WA,2023-12-26
CUST_002827,Frances Hill,Female,24.0,Philadelphia,PA,2023-12-26
CUST_002828,Margaret Wood,Female,59.0,Austin,TX,2022-12-14
CUST_002829,Kyle Young,Male,33.0,Dallas,TX,2022-08-04
CUST_002830,Christopher Rivera,Male,39.0,New York,NY,2023-08-22
CUST_002831,Amy Adams,Female,40.0,Phoenix,AZ,2023-10-20
CUST_002832,Debra Rogers,Female,52.0,San Jose,CA,2023-09-26
CUST_002833,Elizabeth Gonzalez,Female,27.0,Miami,FL,2022-03-20
CUST_002834,Matthew Sanchez,Male,53.0,Houston,TX,2024-03-20
CUST_002835,Kevin Cox,Male,23.0,Atlanta,GA,2023-05-18
CUST_002836,Christopher Parker,Male,53.0,Boston,MA,2023-07-05
CUST_002837,Lawrence Hill,Male,18.0,Portland,OR,2022-02-20
CUST_002838,Deborah Cruz,Female,37.0,Charlotte,NC,2022-01-14
CUST_002839,Christine Rogers,Female,59.0,New York,NY,2022-05-17
CUST_002840,Denise Lee,FEMALE,47.0,Philadelphia,PA,2023-01-14
CUST_002841,Frank Chavez,Male,44.0,Boston,MA,2024-02-24
CUST_002842,Anna Williams,Female,25.0,Atlanta,GA,2023-09-30
CUST_002843,Alice Rivera,Female,29.0,New York,NY,2024-03-30
CUST_002844,Donna Cook,Female,55.0,Austin,TX,2023-08-27
CUST_002845,Ashley Hall,Female,44.0,Detroit,MI,2022-04-19
CUST_002846,Gregory Adams,Male,50.0,Chicago,IL,2023-09-06
CUST_002847,Pamela Hall,Female,39.0,Houston,TX,2023-07-30
CUST_002848,Jacqueline Hill,Female,35.0,Phoenix,AZ,2024-01-17
CUST_002849,Michael Hall,Male,48.0,Phoenix,AZ,2023-05-17
CUST_002850,Julie Rogers,Female,42.0,Dallas,TX,2022-09-09
CUST_002851,Joan Morris,Female,36.0,New York,NY,2023-10-03
CUST_002852,Sophia Thomas,Female,21.0,Boston,MA,2023-10-18
CUST_002853,Daniel Mendoza,Male,50.0,Los Angeles,CA,2023-04-24
CUST_002854,Carol Martin,Female,44.0,Atlanta,GA,2022-04-14
CUST_002855,Lawrence Bennett,Male,31.0,New York,NY,2023-02-02
CUST_002856,Tyler White,Male,53.0,Atlanta,GA,2023-12-16
CUST_002857,Michael Perez,Male,42.0,Houston,TX,2022-10-31
CUST_002858,Susan Lee,Female,42.0,San Jose,CA,2023-10-03
CUST_002859,Jeremy Howard,Male,50.0,Los Angeles,CA,2022-09-16
CUST_002860,Maria Taylor,Female,47.0,San Diego,CA,2022-11-22
CUST_002861,Maria Jackson,Female,42.0,Chicago,IL,2022-11-29
CUST_002862,Terry Ward,Male,36.0,New York,NY,2022-05-26
CUST_002863,Carol Kelly,Female,63.0,Denver,CO,2022-12-12
CUST_002864,Margaret Taylor,Female,29.0,Los Angeles,CA,2023-09-27
CUST_002865,Julie Lopez,Female,48.0,Portland,OR,2023-01-23
CUST_002866,Kathryn Edwards,Female,37.0,San Diego,CA,2022-10-28
CUST_002867,Dorothy Davis,Female,44.0,New York,NY,2023-09-11
CUST_002868,Nathan Cook,Male,54.0,Portland,OR,2023-04-25
CUST_002869,Matthew Nguyen,Male,35.0,Los Angeles,CA,2023-02-21
CUST_002870,Sandra Nelson,Female,46.0,Miami,FL,2023-11-17
CUST_002871,Austin Mitchell,Male,42.0,Houston,TX,2023-01-07
CUST_002872,Lisa Moore,female,30.0,Dallas,TX,2023-05-18
CUST_002873,Jennifer Cook,Female,54.0,Miami,FL,2022-02-05
CUST_002874,Cheryl Gray,Female,47.0,New York,NY,2022-12-02
CUST_002875,Kathleen Scott,Female,33.0,Seattle,WA,2022-09-01
CUST_002876,Shirley Wright,Female,52.0,Los Angeles,CA,2024-01-16
CUST_002877,Jacqueline Kelly,Female,28.0,Denver,CO,2022-01-24
CUST_002878,Ashley Jackson,Female,38.0,Los Angeles,CA,2023-09-10
CUST_002879,Jose Mitchell,Male,33.0,New York,NY,2023-10-20
CUST_002880,Rebecca Murphy,Female,,Los Angeles,CA,2022-11-26
CUST_002881,Sarah Nelson,Female,33.0,Austin,TX,2022-09-19
CUST_002882,Lauren Green,Female,48.0,Charlotte,NC,2022-06-24
CUST_002883,Ronald Clark,Male,46.0,Charlotte,NC,2022-10-07
CUST_002884,Madison Green,Female,34.0,Boston,MA,2024-02-04
CUST_002885,Arthur Turner,Male,61.0,Atlanta,GA,2022-02-18
CUST_002886,Sara Garcia,Female,29.0,Minneapolis,MN,2023-03-09
CUST_002887,Sharon Brown,Female,21.0,San Diego,CA,2022-09-26
CUST_002888,Andrew Nguyen,Male,49.0,Chicago,IL,2023-09-07
CUST_002889,Kathryn Mendoza,Female,18.0,San Jose,CA,2022-11-27
CUST_002890,Nicole Gomez,Female,57.0,Los Angeles,CA,2022-12-07
CUST_002891,Joan Ortiz,Female,40.0,Miami,FL,2022-03-06
CUST_002892,Roger Nelson,Male,21.0,Phoenix,AZ,2024-02-02
CUST_002893,Brian Taylor,Male,27.0,Chicago,IL,2023-04-30
CUST_002894,Charles Johnson,Male,18.0,Miami,FL,2022-03-18
CUST_002895,Jerry Moore,Male,43.0,New York,NY,2023-10-17
CUST_002896,Diane Ramos,Female,22.0,Charlotte,NC,2023-11-05
CUST_002897,Kevin Flores,Male,,Portland,OR,2023-03-13
CUST_002898,Heather Rodriguez,Female,35.0,Austin,TX,2024-03-17
CUST_002899,Harold Gonzalez,Male,33.0,Denver,CO,2022-08-22
CUST_002900,Cynthia Scott,Female,45.0,New York,NY,2023-12-19
CUST_002901,Carol Williams,Female,46.0,Philadelphia,PA,2023-12-21
CUST_002902,Peter Johnson,Male,53.0,Minneapolis,MN,2023-04-30
CUST_002903,Hannah Baker,Female,31.0,New York,NY,2023-05-14
CUST_002904,Dylan Roberts,Male,38.0,Chicago,IL,2022-05-02
CUST_002905,Betty Morgan,Female,31.0,Houston,TX,2022-05-24
CUST_002906,Sean Hernandez,Male,41.0,Seattle,WA,2023-02-10
CUST_002907,Ethan White,Male,29.0,Denver,CO,2024-02-07
CUST_002908,Christina Parker,Female,33.0,New York,NY,2022-08-11
CUST_002909,Ronald White,Male,33.0,Los Angeles,CA,2023-03-24
CUST_002910,John Carter,Male,42.0,Atlanta,GA,2022-03-13
CUST_002911,Benjamin Ramirez,Male,39.0,Los Angeles,CA,2022-10-27
CUST_002912,Deborah Moore,Female,45.0,Chicago,IL,2022-12-29
CUST_002913,George Gray,male,37.0,Los Angeles,CA,2024-03-07
CUST_002914,Lawrence Richardson,Male,31.0,Boston,MA,2022-07-21
CUST_002915,Margaret Reyes,Female,41.0,New York,NY,2022-04-20
CUST_002916,Alice Jackson,Female,27.0,Chicago,IL,2022-03-01
CUST_002917,Christine Smith,Female,46.0,San Diego,CA,2023-04-30
CUST_002918,Noah Evans,Male,35.0,New York,NY,2023-04-28
CUST_002919,Deborah Ward,Female,41.0,Portland,OR,2022-07-24
CUST_002920,Tyler Hall,Male,41.0,Minneapolis,MN,2022-09-11
CUST_002921,Patrick James,Male,59.0,San Jose,CA,2022-11-14
CUST_002922,Abigail Hernandez,Female,43.0,Philadelphia,PA,2022-01-11
CUST_002923,Ashley Rivera,Female,39.0,Los Angeles,CA,2023-12-01
CUST_002924,Steven Taylor,Male,30.0,Dallas,TX,2023-10-31
CUST_002925,Julia Murphy,Female,49.0,Chicago,IL,2022-11-15
